ccaa,technology,status,grid,capacidad_acceso_mw,potencia_instalada_mw
Aragón,bombeo,Puesta en servicio,RdD,,
Aragón,bombeo,Puesta en servicio,RdT,221.4,219.14
Aragón,eolica,Con permisos,RdD,376.0,616.0
Aragón,eolica,Con permisos,RdT,2302.0,7028.0
Aragón,eolica,En curso,RdD,,
Aragón,eolica,En curso,RdT,1517.04,1908.82
Aragón,eolica,Puesta en servicio,RdD,1312.17,1657.33
Aragón,eolica,Puesta en servicio,RdT,2602.5,4144.74
Aragón,fotovoltaica,Con permisos,RdD,536.0,926.0
Aragón,fotovoltaica,Con permisos,RdT,3966.0,8380.0
Aragón,fotovoltaica,En curso,RdD,,
Aragón,fotovoltaica,En curso,RdT,532.03,676.61
Aragón,fotovoltaica,Puesta en servicio,RdD,904.4,1630.64
Aragón,fotovoltaica,Puesta en servicio,RdT,728.46,3273.59
Aragón,hibridacion,Con permisos,RdD,163.0,
Aragón,hibridacion,Con permisos,RdT,2163.0,
Aragón,hibridacion,En curso,RdD,,
Aragón,hibridacion,En curso,RdT,392.45,
Aragón,hibridacion,Puesta en servicio,RdD,1014.02,
Aragón,hibridacion,Puesta en servicio,RdT,4446.34,
Aragón,hidraulica,Con permisos,RdD,10.0,13.0
Aragón,hidraulica,Con permisos,RdT,,
Aragón,hidraulica,Puesta en servicio,RdD,1.11,1.11
Aragón,hidraulica,Puesta en servicio,RdT,670.36,674.99
Aragón,otras,Con permisos,RdD,62.0,103.0
Aragón,otras,Con permisos,RdT,26.0,111.0
Aragón,otras,Puesta en servicio,RdD,1141.02,1198.66
Aragón,otras,Puesta en servicio,RdT,227.4,3464.03
Asturias,almacenamiento,Con permisos,RdD,732.0,797.0
Asturias,almacenamiento,Con permisos,RdT,24.0,24.0
Asturias,almacenamiento,En curso,RdD,302.79,309.77
Asturias,almacenamiento,En curso,RdT,169.0,169.0
Asturias,bombeo,Con permisos,RdD,,
Asturias,bombeo,Con permisos,RdT,247.0,265.0
Asturias,eolica,Con permisos,RdD,341.0,348.0
Asturias,eolica,Con permisos,RdT,315.0,315.0
Asturias,eolica,En curso,RdD,122.0,122.0
Asturias,eolica,En curso,RdT,,
Asturias,eolica,Puesta en servicio,RdD,697.08,697.08
Asturias,eolica,Puesta en servicio,RdT,,
Asturias,fotovoltaica,Con permisos,RdD,24.0,24.0
Asturias,fotovoltaica,Con permisos,RdT,,
Asturias,fotovoltaica,En curso,RdD,39.6,44.6
Asturias,fotovoltaica,En curso,RdT,,
Asturias,hibridacion,Con permisos,RdD,23.0,
Asturias,hibridacion,Con permisos,RdT,,
Asturias,hidraulica,Con permisos,RdD,5.0,20.0
Asturias,hidraulica,Con permisos,RdT,,
Asturias,hidraulica,Puesta en servicio,RdD,867.54,867.54
Asturias,hidraulica,Puesta en servicio,RdT,,
Asturias,otras,Con permisos,RdD,,
Asturias,otras,Con permisos,RdT,50.0,50.0
Asturias,otras,En curso,RdD,,
Asturias,otras,En curso,RdT,904.17,1250.42
Asturias,otras,Puesta en servicio,RdD,165.6,521.21
Asturias,otras,Puesta en servicio,RdT,1410.37,1762.31
Baleares,almacenamiento,Con permisos,RdD,545.0,655.0
Baleares,almacenamiento,Con permisos,RdT,278.0,443.0
Baleares,almacenamiento,En curso,RdD,8.95,8.95
Baleares,almacenamiento,En curso,RdT,108.0,128.0
Baleares,almacenamiento,Puesta en servicio,RdD,,7.43
Baleares,almacenamiento,Puesta en servicio,RdT,,
Baleares,eolica,Puesta en servicio,RdD,3.2,3.2
Baleares,eolica,Puesta en servicio,RdT,,
Baleares,fotovoltaica,Con permisos,RdD,461.0,676.0
Baleares,fotovoltaica,Con permisos,RdT,176.0,295.0
Baleares,fotovoltaica,En curso,RdD,21.0,21.0
Baleares,fotovoltaica,En curso,RdT,,1.06
Baleares,fotovoltaica,Puesta en servicio,RdD,237.79,286.81
Baleares,fotovoltaica,Puesta en servicio,RdT,128.94,188.19
Baleares,hibridacion,Con permisos,RdD,113.0,
Baleares,hibridacion,Con permisos,RdT,72.0,
Baleares,hibridacion,En curso,RdD,,
Baleares,hibridacion,En curso,RdT,20.0,
Baleares,hibridacion,Puesta en servicio,RdD,20.49,
Baleares,hibridacion,Puesta en servicio,RdT,77.05,
Baleares,otras,Con permisos,RdD,2.0,2.0
Baleares,otras,Con permisos,RdT,,
Baleares,otras,Puesta en servicio,RdD,16.7,16.7
Baleares,otras,Puesta en servicio,RdT,1729.51,1873.88
Canarias,almacenamiento,Con permisos,RdD,529.0,634.0
Canarias,almacenamiento,Con permisos,RdT,138.0,253.0
Canarias,almacenamiento,Puesta en servicio,RdD,,
Canarias,almacenamiento,Puesta en servicio,RdT,,5.08
Canarias,eolica,Con permisos,RdD,74.0,109.0
Canarias,eolica,Con permisos,RdT,198.0,223.0
Canarias,eolica,En curso,RdD,,
Canarias,eolica,En curso,RdT,34.4,43.8
Canarias,eolica,Puesta en servicio,RdD,128.49,154.44
Canarias,eolica,Puesta en servicio,RdT,340.27,498.97
Canarias,fotovoltaica,Con permisos,RdD,229.0,307.0
Canarias,fotovoltaica,Con permisos,RdT,94.0,178.0
Canarias,fotovoltaica,En curso,RdD,10.05,11.4
Canarias,fotovoltaica,En curso,RdT,7.0,8.0
Canarias,fotovoltaica,Puesta en servicio,RdD,135.13,142.86
Canarias,fotovoltaica,Puesta en servicio,RdT,91.26,165.8
Canarias,hibridacion,Con permisos,RdD,35.0,
Canarias,hibridacion,Con permisos,RdT,29.0,
Canarias,hibridacion,Puesta en servicio,RdD,29.8,
Canarias,hibridacion,Puesta en servicio,RdT,189.07,
Canarias,hidraulica,Con permisos,RdD,11.0,11.0
Canarias,hidraulica,Con permisos,RdT,,
Canarias,otras,Con permisos,RdD,,13.0
Canarias,otras,Con permisos,RdT,,102.0
Canarias,otras,En curso,RdD,,
Canarias,otras,En curso,RdT,341.24,353.14
Canarias,otras,Puesta en servicio,RdD,29.43,29.43
Canarias,otras,Puesta en servicio,RdT,2464.8,2238.66
Cantabria,almacenamiento,Con permisos,RdD,164.0,179.0
Cantabria,almacenamiento,Con permisos,RdT,167.0,314.0
Cantabria,almacenamiento,En curso,RdD,105.0,105.0
Cantabria,almacenamiento,En curso,RdT,,
Cantabria,bombeo,Con permisos,RdD,,
Cantabria,bombeo,Con permisos,RdT,993.0,993.0
Cantabria,bombeo,Puesta en servicio,RdD,,
Cantabria,bombeo,Puesta en servicio,RdT,361.9,360.6
Cantabria,eolica,Con permisos,RdD,206.0,211.0
Cantabria,eolica,Con permisos,RdT,560.0,673.0
Cantabria,eolica,Puesta en servicio,RdD,167.8,167.8
Cantabria,eolica,Puesta en servicio,RdT,,
Cantabria,fotovoltaica,Con permisos,RdD,24.0,26.0
Cantabria,fotovoltaica,Con permisos,RdT,,
Cantabria,fotovoltaica,En curso,RdD,,
Cantabria,fotovoltaica,En curso,RdT,0.05,0.05
Cantabria,fotovoltaica,Puesta en servicio,RdD,11.19,11.2
Cantabria,fotovoltaica,Puesta en servicio,RdT,,
Cantabria,hibridacion,Con permisos,RdD,,
Cantabria,hibridacion,Con permisos,RdT,105.0,
Cantabria,hidraulica,Puesta en servicio,RdD,103.41,103.41
Cantabria,hidraulica,Puesta en servicio,RdT,,
Cantabria,otras,Con permisos,RdD,17.0,54.0
Cantabria,otras,Con permisos,RdT,,
Cantabria,otras,Puesta en servicio,RdD,237.63,237.63
Cantabria,otras,Puesta en servicio,RdT,175.7,175.7
Castilla La Mancha,almacenamiento,Con permisos,RdD,,194.0
Castilla La Mancha,almacenamiento,Con permisos,RdT,20.0,3458.0
Castilla La Mancha,almacenamiento,En curso,RdD,59.98,79.95
Castilla La Mancha,almacenamiento,En curso,RdT,265.3,457.79
Castilla La Mancha,almacenamiento,Puesta en servicio,RdD,,
Castilla La Mancha,almacenamiento,Puesta en servicio,RdT,,98.2
Castilla La Mancha,bombeo,Con permisos,RdD,,
Castilla La Mancha,bombeo,Con permisos,RdT,50.0,50.0
Castilla La Mancha,bombeo,Puesta en servicio,RdD,,
Castilla La Mancha,bombeo,Puesta en servicio,RdT,208.0,215.0
Castilla La Mancha,eolica,Con permisos,RdD,14.0,297.0
Castilla La Mancha,eolica,Con permisos,RdT,123.0,913.0
Castilla La Mancha,eolica,En curso,RdD,185.0,185.0
Castilla La Mancha,eolica,En curso,RdT,,107.0
Castilla La Mancha,eolica,Puesta en servicio,RdD,551.77,925.29
Castilla La Mancha,eolica,Puesta en servicio,RdT,1722.82,3929.13
Castilla La Mancha,fotovoltaica,Con permisos,RdD,487.0,1215.0
Castilla La Mancha,fotovoltaica,Con permisos,RdT,1448.0,3676.0
Castilla La Mancha,fotovoltaica,En curso,RdD,981.07,1074.8
Castilla La Mancha,fotovoltaica,En curso,RdT,793.93,1431.82
Castilla La Mancha,fotovoltaica,Puesta en servicio,RdD,1158.98,1523.68
Castilla La Mancha,fotovoltaica,Puesta en servicio,RdT,1873.89,7309.6
Castilla La Mancha,hibridacion,Con permisos,RdD,495.0,
Castilla La Mancha,hibridacion,Con permisos,RdT,864.0,
Castilla La Mancha,hibridacion,En curso,RdD,65.14,
Castilla La Mancha,hibridacion,En curso,RdT,665.76,
Castilla La Mancha,hibridacion,Puesta en servicio,RdD,539.54,
Castilla La Mancha,hibridacion,Puesta en servicio,RdT,6030.15,
Castilla La Mancha,hidraulica,Puesta en servicio,RdD,384.37,384.37
Castilla La Mancha,hidraulica,Puesta en servicio,RdT,,148.1
Castilla La Mancha,otras,Con permisos,RdD,20.0,117.0
Castilla La Mancha,otras,Con permisos,RdT,50.0,50.0
Castilla La Mancha,otras,Puesta en servicio,RdD,444.88,450.07
Castilla La Mancha,otras,Puesta en servicio,RdT,1419.34,2198.23
Castilla La Mancha,termosolar,Puesta en servicio,RdD,,
Castilla La Mancha,termosolar,Puesta en servicio,RdT,247.6,349.4
Castilla y León,almacenamiento,Con permisos,RdD,1.0,140.0
Castilla y León,almacenamiento,Con permisos,RdT,313.0,3013.0
Castilla y León,almacenamiento,En curso,RdD,79.04,79.04
Castilla y León,almacenamiento,En curso,RdT,2437.14,2667.72
Castilla y León,almacenamiento,Puesta en servicio,RdD,,
Castilla y León,almacenamiento,Puesta en servicio,RdT,,39.78
Castilla y León,bombeo,Con permisos,RdD,,
Castilla y León,bombeo,Con permisos,RdT,830.0,830.0
Castilla y León,bombeo,En curso,RdD,,
Castilla y León,bombeo,En curso,RdT,834.0,834.0
Castilla y León,bombeo,Puesta en servicio,RdD,,
Castilla y León,bombeo,Puesta en servicio,RdT,1305.5,1344.47
Castilla y León,eolica,Con permisos,RdD,115.0,241.0
Castilla y León,eolica,Con permisos,RdT,2127.0,3860.0
Castilla y León,eolica,En curso,RdD,254.21,335.68
Castilla y León,eolica,En curso,RdT,5174.93,5496.67
Castilla y León,eolica,Puesta en servicio,RdD,835.94,972.02
Castilla y León,eolica,Puesta en servicio,RdT,3831.96,7074.83
Castilla y León,fotovoltaica,Con permisos,RdD,238.0,490.0
Castilla y León,fotovoltaica,Con permisos,RdT,5045.0,9646.0
Castilla y León,fotovoltaica,En curso,RdD,266.97,351.16
Castilla y León,fotovoltaica,En curso,RdT,2509.36,2852.53
Castilla y León,fotovoltaica,Puesta en servicio,RdD,1369.25,1656.11
Castilla y León,fotovoltaica,Puesta en servicio,RdT,1913.55,5254.25
Castilla y León,hibridacion,Con permisos,RdD,148.0,
Castilla y León,hibridacion,Con permisos,RdT,2204.0,
Castilla y León,hibridacion,En curso,RdD,,
Castilla y León,hibridacion,En curso,RdT,375.33,
Castilla y León,hibridacion,Puesta en servicio,RdD,324.93,
Castilla y León,hibridacion,Puesta en servicio,RdT,4772.41,
Castilla y León,hidraulica,Con permisos,RdD,4.0,4.0
Castilla y León,hidraulica,Con permisos,RdT,,
Castilla y León,hidraulica,Puesta en servicio,RdD,245.85,252.93
Castilla y León,hidraulica,Puesta en servicio,RdT,1968.8,2040.31
Castilla y León,otras,Con permisos,RdD,49.0,103.0
Castilla y León,otras,Con permisos,RdT,48.0,49.0
Castilla y León,otras,En curso,RdD,20.0,22.0
Castilla y León,otras,En curso,RdT,,
Castilla y León,otras,Puesta en servicio,RdD,726.46,732.62
Castilla y León,otras,Puesta en servicio,RdT,16.0,16.0
Cataluña,almacenamiento,Con permisos,RdD,1206.0,1347.0
Cataluña,almacenamiento,Con permisos,RdT,1128.0,1204.0
Cataluña,almacenamiento,En curso,RdD,158.9,163.59
Cataluña,almacenamiento,En curso,RdT,1822.38,1851.9
Cataluña,eolica,Con permisos,RdD,96.0,96.0
Cataluña,eolica,Con permisos,RdT,871.0,1179.0
Cataluña,eolica,En curso,RdD,50.6,53.5
Cataluña,eolica,En curso,RdT,229.0,229.0
Cataluña,eolica,Puesta en servicio,RdD,163.43,163.43
Cataluña,eolica,Puesta en servicio,RdT,438.33,513.23
Cataluña,fotovoltaica,Con permisos,RdD,963.0,1176.0
Cataluña,fotovoltaica,Con permisos,RdT,541.0,966.0
Cataluña,fotovoltaica,En curso,RdD,23.69,32.52
Cataluña,fotovoltaica,En curso,RdT,430.77,436.33
Cataluña,fotovoltaica,Puesta en servicio,RdD,155.24,178.78
Cataluña,fotovoltaica,Puesta en servicio,RdT,41.32,42.6
Cataluña,hibridacion,Con permisos,RdD,102.0,
Cataluña,hibridacion,Con permisos,RdT,35.0,
Cataluña,hibridacion,En curso,RdD,7.63,
Cataluña,hibridacion,En curso,RdT,,
Cataluña,hibridacion,Puesta en servicio,RdD,34.63,
Cataluña,hibridacion,Puesta en servicio,RdT,74.9,
Cataluña,hidraulica,Puesta en servicio,RdD,4.25,4.25
Cataluña,hidraulica,Puesta en servicio,RdT,261.8,261.28
Cataluña,otras,Con permisos,RdD,13.0,67.0
Cataluña,otras,Con permisos,RdT,13.0,13.0
Cataluña,otras,En curso,RdD,,
Cataluña,otras,En curso,RdT,869.68,869.68
Cataluña,otras,Puesta en servicio,RdD,822.14,843.14
Cataluña,otras,Puesta en servicio,RdT,6900.75,7376.39
Comunidad Valenciana,almacenamiento,Con permisos,RdD,404.0,496.0
Comunidad Valenciana,almacenamiento,Con permisos,RdT,265.0,812.0
Comunidad Valenciana,almacenamiento,En curso,RdD,1487.03,1552.48
Comunidad Valenciana,almacenamiento,En curso,RdT,139.8,139.8
Comunidad Valenciana,bombeo,Puesta en servicio,RdD,,
Comunidad Valenciana,bombeo,Puesta en servicio,RdT,1536.45,1511.95
Comunidad Valenciana,eolica,Con permisos,RdD,160.0,160.0
Comunidad Valenciana,eolica,Con permisos,RdT,823.0,944.0
Comunidad Valenciana,eolica,En curso,RdD,162.0,176.0
Comunidad Valenciana,eolica,En curso,RdT,302.4,302.4
Comunidad Valenciana,eolica,Puesta en servicio,RdD,434.93,434.93
Comunidad Valenciana,eolica,Puesta en servicio,RdT,825.15,966.25
Comunidad Valenciana,fotovoltaica,Con permisos,RdD,2874.0,3232.0
Comunidad Valenciana,fotovoltaica,Con permisos,RdT,1990.0,3530.0
Comunidad Valenciana,fotovoltaica,En curso,RdD,300.75,370.15
Comunidad Valenciana,fotovoltaica,En curso,RdT,110.05,60.05
Comunidad Valenciana,fotovoltaica,Puesta en servicio,RdD,839.68,909.11
Comunidad Valenciana,fotovoltaica,Puesta en servicio,RdT,172.24,278.99
Comunidad Valenciana,hibridacion,Con permisos,RdD,10.0,
Comunidad Valenciana,hibridacion,Con permisos,RdT,776.0,
Comunidad Valenciana,hibridacion,Puesta en servicio,RdD,31.12,
Comunidad Valenciana,hibridacion,Puesta en servicio,RdT,210.1,
Comunidad Valenciana,hidraulica,Con permisos,RdD,5.0,5.0
Comunidad Valenciana,hidraulica,Con permisos,RdT,,
Comunidad Valenciana,hidraulica,Puesta en servicio,RdD,161.57,161.57
Comunidad Valenciana,hidraulica,Puesta en servicio,RdT,280.0,289.92
Comunidad Valenciana,otras,Con permisos,RdD,43.0,65.0
Comunidad Valenciana,otras,Con permisos,RdT,,
Comunidad Valenciana,otras,Puesta en servicio,RdD,564.29,564.29
Comunidad Valenciana,otras,Puesta en servicio,RdT,3815.15,3917.48
Comunidad Valenciana,termosolar,Puesta en servicio,RdD,81.3,81.3
Comunidad Valenciana,termosolar,Puesta en servicio,RdT,,
Extremadura,almacenamiento,Con permisos,RdD,,270.0
Extremadura,almacenamiento,Con permisos,RdT,22.0,4211.0
Extremadura,almacenamiento,En curso,RdD,,
Extremadura,almacenamiento,En curso,RdT,260.0,641.36
Extremadura,almacenamiento,Puesta en servicio,RdD,,60.56
Extremadura,almacenamiento,Puesta en servicio,RdT,,4.18
Extremadura,bombeo,Con permisos,RdD,,
Extremadura,bombeo,Con permisos,RdT,440.0,440.0
Extremadura,bombeo,Puesta en servicio,RdD,,
Extremadura,bombeo,Puesta en servicio,RdT,292.4,292.21
Extremadura,eolica,Con permisos,RdD,,12.0
Extremadura,eolica,Con permisos,RdT,33.0,66.0
Extremadura,eolica,Puesta en servicio,RdD,49.28,49.28
Extremadura,eolica,Puesta en servicio,RdT,49.5,49.5
Extremadura,fotovoltaica,Con permisos,RdD,386.0,478.0
Extremadura,fotovoltaica,Con permisos,RdT,718.0,1278.0
Extremadura,fotovoltaica,En curso,RdD,183.9,218.89
Extremadura,fotovoltaica,En curso,RdT,436.69,902.09
Extremadura,fotovoltaica,Puesta en servicio,RdD,1099.71,1674.92
Extremadura,fotovoltaica,Puesta en servicio,RdT,1931.76,7766.63
Extremadura,hibridacion,Con permisos,RdD,50.0,
Extremadura,hibridacion,Con permisos,RdT,799.0,
Extremadura,hibridacion,En curso,RdD,,
Extremadura,hibridacion,En curso,RdT,391.0,
Extremadura,hibridacion,Puesta en servicio,RdD,524.4,
Extremadura,hibridacion,Puesta en servicio,RdT,4502.56,
Extremadura,hidraulica,Con permisos,RdD,3.0,53.0
Extremadura,hidraulica,Con permisos,RdT,,495.0
Extremadura,hidraulica,Puesta en servicio,RdD,7.51,7.51
Extremadura,hidraulica,Puesta en servicio,RdT,1117.7,1200.49
Extremadura,otras,Puesta en servicio,RdD,240.95,244.78
Extremadura,otras,Puesta en servicio,RdT,2006.0,2067.03
Extremadura,termosolar,Puesta en servicio,RdD,149.8,199.8
Extremadura,termosolar,Puesta en servicio,RdT,349.8,649.6
Galicia,almacenamiento,Con permisos,RdD,138.0,167.0
Galicia,almacenamiento,Con permisos,RdT,581.0,716.0
Galicia,almacenamiento,En curso,RdD,28.4,28.4
Galicia,almacenamiento,En curso,RdT,1067.77,1084.42
Galicia,almacenamiento,Puesta en servicio,RdD,1.0,1.0
Galicia,almacenamiento,Puesta en servicio,RdT,,
Galicia,bombeo,En curso,RdD,,
Galicia,bombeo,En curso,RdT,465.0,465.0
Galicia,bombeo,Puesta en servicio,RdD,,
Galicia,bombeo,Puesta en servicio,RdT,380.6,425.93
Galicia,eolica,Con permisos,RdD,1107.0,1140.0
Galicia,eolica,Con permisos,RdT,3520.0,3718.0
Galicia,eolica,En curso,RdD,268.7,291.8
Galicia,eolica,En curso,RdT,1868.68,1970.18
Galicia,eolica,Puesta en servicio,RdD,3076.5,3148.05
Galicia,eolica,Puesta en servicio,RdT,716.97,783.47
Galicia,fotovoltaica,Con permisos,RdD,41.0,42.0
Galicia,fotovoltaica,Con permisos,RdT,,
Galicia,fotovoltaica,En curso,RdD,72.88,72.88
Galicia,fotovoltaica,En curso,RdT,85.65,100.35
Galicia,fotovoltaica,Puesta en servicio,RdD,6.55,15.01
Galicia,fotovoltaica,Puesta en servicio,RdT,,
Galicia,hibridacion,Con permisos,RdD,9.0,
Galicia,hibridacion,Con permisos,RdT,113.0,
Galicia,hibridacion,En curso,RdD,,
Galicia,hibridacion,En curso,RdT,80.57,
Galicia,hibridacion,Puesta en servicio,RdD,81.85,
Galicia,hibridacion,Puesta en servicio,RdT,64.21,
Galicia,hidraulica,Con permisos,RdD,2.0,2.0
Galicia,hidraulica,Con permisos,RdT,191.0,
Galicia,hidraulica,Puesta en servicio,RdD,930.94,930.94
Galicia,hidraulica,Puesta en servicio,RdT,1898.24,2055.67
Galicia,otras,Con permisos,RdD,40.0,40.0
Galicia,otras,Con permisos,RdT,,
Galicia,otras,En curso,RdD,,
Galicia,otras,En curso,RdT,476.05,485.47
Galicia,otras,Puesta en servicio,RdD,648.24,663.1
Galicia,otras,Puesta en servicio,RdT,1382.1,2112.4
La Rioja,almacenamiento,Con permisos,RdD,,
La Rioja,almacenamiento,Con permisos,RdT,,71.0
La Rioja,almacenamiento,En curso,RdD,4.95,4.95
La Rioja,almacenamiento,En curso,RdT,138.0,147.99
La Rioja,eolica,Con permisos,RdD,10.0,10.0
La Rioja,eolica,Con permisos,RdT,,
La Rioja,eolica,En curso,RdD,147.49,150.67
La Rioja,eolica,En curso,RdT,363.5,367.9
La Rioja,eolica,Puesta en servicio,RdD,94.87,94.87
La Rioja,eolica,Puesta en servicio,RdT,367.15,407.65
La Rioja,fotovoltaica,Con permisos,RdD,81.0,89.0
La Rioja,fotovoltaica,Con permisos,RdT,298.0,435.0
La Rioja,fotovoltaica,En curso,RdD,53.5,64.56
La Rioja,fotovoltaica,En curso,RdT,100.0,100.0
La Rioja,fotovoltaica,Puesta en servicio,RdD,113.19,114.52
La Rioja,fotovoltaica,Puesta en servicio,RdT,275.89,338.83
La Rioja,hibridacion,Con permisos,RdD,,
La Rioja,hibridacion,Con permisos,RdT,65.0,
La Rioja,hibridacion,Puesta en servicio,RdD,4.52,
La Rioja,hibridacion,Puesta en servicio,RdT,40.5,
La Rioja,hidraulica,Puesta en servicio,RdD,56.21,56.21
La Rioja,hidraulica,Puesta en servicio,RdT,,
La Rioja,otras,Con permisos,RdD,,
La Rioja,otras,Con permisos,RdT,,400.0
La Rioja,otras,Puesta en servicio,RdD,32.51,36.13
La Rioja,otras,Puesta en servicio,RdT,784.7,1589.28
Madrid,almacenamiento,Con permisos,RdD,521.0,610.0
Madrid,almacenamiento,Con permisos,RdT,174.0,2225.0
Madrid,almacenamiento,En curso,RdD,751.94,830.04
Madrid,almacenamiento,En curso,RdT,35.0,35.0
Madrid,eolica,Con permisos,RdD,4.0,15.0
Madrid,eolica,Con permisos,RdT,,
Madrid,eolica,Puesta en servicio,RdD,208.88,208.88
Madrid,eolica,Puesta en servicio,RdT,,
Madrid,fotovoltaica,Con permisos,RdD,885.0,1072.0
Madrid,fotovoltaica,Con permisos,RdT,6451.0,13111.0
Madrid,fotovoltaica,En curso,RdD,219.22,241.13
Madrid,fotovoltaica,En curso,RdT,1848.22,2131.65
Madrid,fotovoltaica,Puesta en servicio,RdD,386.11,476.14
Madrid,fotovoltaica,Puesta en servicio,RdT,120.0,121.0
Madrid,hibridacion,Con permisos,RdD,38.0,
Madrid,hibridacion,Con permisos,RdT,2252.0,
Madrid,hibridacion,Puesta en servicio,RdD,63.46,
Madrid,hibridacion,Puesta en servicio,RdT,,
Madrid,hidraulica,Puesta en servicio,RdD,206.37,206.37
Madrid,hidraulica,Puesta en servicio,RdT,,
Madrid,otras,Con permisos,RdD,82.0,25.0
Madrid,otras,Con permisos,RdT,12.0,12.0
Madrid,otras,En curso,RdD,,
Madrid,otras,En curso,RdT,2.0,2.0
Madrid,otras,Puesta en servicio,RdD,296.81,296.81
Madrid,otras,Puesta en servicio,RdT,62.6,62.6
Murcia,almacenamiento,Con permisos,RdD,,16.0
Murcia,almacenamiento,Con permisos,RdT,,577.0
Murcia,eolica,Puesta en servicio,RdD,55.1,55.1
Murcia,eolica,Puesta en servicio,RdT,167.05,249.09
Murcia,fotovoltaica,Con permisos,RdD,841.0,982.0
Murcia,fotovoltaica,Con permisos,RdT,1333.0,1725.0
Murcia,fotovoltaica,En curso,RdD,750.68,909.61
Murcia,fotovoltaica,En curso,RdT,50.0,50.0
Murcia,fotovoltaica,Puesta en servicio,RdD,879.31,958.5
Murcia,fotovoltaica,Puesta en servicio,RdT,874.93,1873.96
Murcia,hibridacion,Con permisos,RdD,6.0,
Murcia,hibridacion,Con permisos,RdT,90.0,
Murcia,hibridacion,Puesta en servicio,RdD,13.79,
Murcia,hibridacion,Puesta en servicio,RdT,431.82,
Murcia,hidraulica,Puesta en servicio,RdD,2.33,2.33
Murcia,hidraulica,Puesta en servicio,RdT,,
Murcia,otras,Con permisos,RdD,,3.0
Murcia,otras,Con permisos,RdT,,
Murcia,otras,Puesta en servicio,RdD,305.48,305.48
Murcia,otras,Puesta en servicio,RdT,3222.84,3263.71
Murcia,termosolar,Con permisos,RdD,50.0,50.0
Murcia,termosolar,Con permisos,RdT,,
Navarra,almacenamiento,Con permisos,RdD,,
Navarra,almacenamiento,Con permisos,RdT,192.0,302.0
Navarra,almacenamiento,En curso,RdD,106.91,106.91
Navarra,almacenamiento,En curso,RdT,1592.08,1623.99
Navarra,almacenamiento,Puesta en servicio,RdD,1.15,1.15
Navarra,almacenamiento,Puesta en servicio,RdT,,
Navarra,eolica,Con permisos,RdD,72.0,96.0
Navarra,eolica,Con permisos,RdT,73.0,233.0
Navarra,eolica,En curso,RdD,142.82,148.71
Navarra,eolica,En curso,RdT,56.19,56.29
Navarra,eolica,Puesta en servicio,RdD,174.42,174.42
